deg_u,deg_v,deg_min,deg_max,common_neighbors,jaccard,adamic_adar,same_pred_comm,boundary_u,boundary_v,cc_u,cc_v,tri_u,tri_v,mu_triad_part_u,mu_triad_part_v,y,attacker,category,instance,attack_id
5,10,5,10,0,0.0,0.0,0,2,4,0.0,0.044444444444444446,0,2,0,1,0,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
16,11,11,16,1,0.038461538461538464,0.25694917118487537,0,5,4,0.075,0.10909090909090909,9,6,0,2,0,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
7,6,6,7,3,0.3,0.8434245465077304,1,4,3,0.14285714285714285,0.26666666666666666,3,4,0,0,0,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
11,5,5,11,0,0.0,0.0,1,4,3,0.09090909090909091,0.1,5,1,2,1,0,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
5,15,5,15,1,0.05263157894736842,0.43429448190325176,0,2,5,0.0,0.08571428571428572,0,9,0,4,0,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
14,5,5,14,1,0.05555555555555555,0.43429448190325176,0,5,3,0.04395604395604396,0.0,4,0,2,0,0,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
9,9,9,9,0,0.0,0.0,0,2,4,0.2777777777777778,0.05555555555555555,10,2,0,2,0,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
13,9,9,13,1,0.047619047619047616,0.43429448190325176,1,3,4,0.038461538461538464,0.1111111111111111,3,4,2,1,0,SA-Q,LFR,n200_s1,LFR__n200_s1__b51__SA-Q__k10
5,7,5,7,0,0.0,0.0,0,3,3,0.0,0.0,0,0,0,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
9,10,9,10,1,0.05555555555555555,0.2769378934088574,1,4,4,0.2222222222222222,0.13333333333333333,8,6,4,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
18,8,8,18,0,0.0,0.0,0,5,6,0.0915032679738562,0.17857142857142858,14,5,0,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
11,7,7,11,1,0.058823529411764705,0.2769378934088574,1,2,4,0.21818181818181817,0.19047619047619047,12,4,1,1,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
5,11,5,11,0,0.0,0.0,0,3,5,0.0,0.09090909090909091,0,5,0,2,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
6,5,5,6,0,0.0,0.0,0,4,3,0.06666666666666667,0.0,1,0,0,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
14,8,8,14,2,0.1,0.8132176635932029,0,5,5,0.054945054945054944,0.03571428571428571,5,1,3,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
15,15,15,15,0,0.0,0.0,0,2,4,0.09523809523809523,0.1619047619047619,10,17,3,3,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
17,8,8,17,0,0.0,0.0,0,6,4,0.17647058823529413,0.17857142857142858,24,5,0,4,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
13,9,9,13,2,0.1,0.5382155852476037,1,4,4,0.1282051282051282,0.1388888888888889,10,5,0,2,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
10,5,5,10,0,0.0,0.0,0,4,2,0.17777777777777778,0.0,8,0,0,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
16,8,8,16,0,0.0,0.0,0,6,4,0.041666666666666664,0.17857142857142858,5,5,0,4,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
9,10,9,10,1,0.05555555555555555,0.25694917118487537,0,3,5,0.08333333333333333,0.044444444444444446,3,2,1,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
9,11,9,11,0,0.0,0.0,0,4,6,0.05555555555555555,0.03636363636363636,2,2,1,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
7,19,7,19,0,0.0,0.0,0,4,8,0.19047619047619047,0.029239766081871343,4,5,1,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
9,15,9,15,1,0.043478260869565216,0.3789231816899512,0,3,4,0.027777777777777776,0.01904761904761905,1,2,0,2,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
15,8,8,15,2,0.09523809523809523,0.8340427950033699,0,7,5,0.08571428571428572,0.0,9,0,4,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
8,16,8,16,0,0.0,0.0,0,4,5,0.07142857142857142,0.11666666666666667,2,14,0,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
14,8,8,14,0,0.0,0.0,0,5,5,0.16483516483516483,0.03571428571428571,15,1,4,1,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
8,6,6,8,1,0.07692307692307693,0.40242960438184466,0,4,4,0.0,0.06666666666666667,0,1,0,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
12,10,10,12,0,0.0,0.0,0,3,7,0.06060606060606061,0.044444444444444446,4,2,4,1,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
18,17,17,18,3,0.09375,1.1764671337579005,0,5,6,0.05228758169934641,0.17647058823529413,8,24,0,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
10,10,10,10,0,0.0,0.0,0,6,4,0.06666666666666667,0.022222222222222223,3,1,1,1,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
9,10,9,10,0,0.0,0.0,0,4,4,0.08333333333333333,0.2222222222222222,3,10,2,3,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
8,7,7,8,0,0.0,0.0,0,4,3,0.07142857142857142,0.14285714285714285,2,3,0,3,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
23,42,23,42,3,0.04838709677419355,1.0404070323828636,0,8,7,0.043478260869565216,0.12311265969802555,11,106,0,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
8,14,8,14,1,0.047619047619047616,0.25694917118487537,0,4,4,0.14285714285714285,0.14285714285714285,4,13,1,3,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
8,5,5,8,1,0.08333333333333333,0.5138983423697507,0,5,4,0.03571428571428571,0.0,1,0,1,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
8,8,8,8,1,0.06666666666666667,0.25694917118487537,0,3,6,0.10714285714285714,0.17857142857142858,3,5,0,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
8,9,8,9,2,0.13333333333333333,0.7630086476854399,0,4,5,0.17857142857142858,0.08333333333333333,5,3,4,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
11,5,5,11,1,0.06666666666666667,0.36067376022224085,0,2,3,0.21818181818181817,0.0,12,0,1,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
12,8,8,12,1,0.05263157894736842,0.5581106265512472,0,3,5,0.06060606060606061,0.10714285714285714,4,3,4,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
8,9,8,9,0,0.0,0.0,0,2,2,0.14285714285714285,0.25,4,9,1,1,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
8,15,8,15,0,0.0,0.0,1,4,4,0.03571428571428571,0.08571428571428572,1,9,0,3,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
7,13,7,13,0,0.0,0.0,0,4,5,0.047619047619047616,0.07692307692307693,1,6,0,5,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
12,5,5,12,1,0.0625,0.45511961331341866,1,5,3,0.09090909090909091,0.0,6,0,6,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
7,9,7,9,1,0.06666666666666667,0.318928988903801,0,3,4,0.19047619047619047,0.05555555555555555,4,2,0,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
16,12,12,16,0,0.0,0.0,0,4,6,0.15833333333333333,0.06060606060606061,19,4,0,3,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
8,11,8,11,0,0.0,0.0,0,4,4,0.0,0.10909090909090909,0,6,0,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
8,6,6,8,0,0.0,0.0,0,5,3,0.03571428571428571,0.13333333333333333,1,2,1,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
12,16,12,16,1,0.037037037037037035,0.4170323914242463,0,3,8,0.06060606060606061,0.075,4,9,4,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
8,6,6,8,0,0.0,0.0,0,4,3,0.17857142857142858,0.06666666666666667,5,1,4,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
8,10,8,10,0,0.0,0.0,0,2,4,0.14285714285714285,0.17777777777777778,4,8,1,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
18,5,5,18,0,0.0,0.0,0,5,3,0.05228758169934641,0.1,8,1,0,1,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
12,8,8,12,1,0.05263157894736842,0.4170323914242463,1,3,3,0.06060606060606061,0.03571428571428571,4,1,4,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
12,6,6,12,0,0.0,0.0,0,3,4,0.24242424242424243,0.06666666666666667,16,1,1,0,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
9,12,9,12,0,0.0,0.0,0,4,5,0.08333333333333333,0.09090909090909091,3,6,3,1,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
5,5,5,5,0,0.0,0.0,0,3,3,0.1,0.1,1,1,1,1,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
15,12,12,15,0,0.0,0.0,0,4,5,0.05714285714285714,0.09090909090909091,6,6,6,1,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
18,9,9,18,1,0.038461538461538464,0.36926937306885504,0,4,4,0.16993464052287582,0.1111111111111111,26,4,0,1,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
30,6,6,30,1,0.02857142857142857,0.40242960438184466,0,6,3,0.04827586206896552,0.06666666666666667,21,1,0,1,1,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
9,6,6,9,1,0.07142857142857142,0.36926937306885504,0,3,4,0.027777777777777776,0.06666666666666667,1,1,0,0,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
6,9,6,9,0,0.0,0.0,0,4,5,0.06666666666666667,0.08333333333333333,1,3,0,0,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
5,16,5,16,0,0.0,0.0,0,4,5,0.1,0.11666666666666667,1,14,1,0,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
7,6,6,7,0,0.0,0.0,0,4,2,0.0,0.13333333333333333,0,2,0,0,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
10,12,10,12,0,0.0,0.0,0,4,6,0.13333333333333333,0.06060606060606061,6,4,0,3,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
10,7,7,10,0,0.0,0.0,0,5,4,0.022222222222222223,0.09523809523809523,1,2,1,0,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
8,11,8,11,0,0.0,0.0,0,2,3,0.25,0.01818181818181818,7,1,1,1,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
9,6,6,9,2,0.15384615384615385,0.612943092699007,0,3,4,0.08333333333333333,0.0,3,0,1,0,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
8,5,5,8,0,0.0,0.0,0,3,4,0.21428571428571427,0.1,6,1,3,0,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
9,6,6,9,1,0.07142857142857142,0.267546386419054,0,2,3,0.2777777777777778,0.13333333333333333,10,2,0,0,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
23,6,6,23,1,0.03571428571428571,0.5138983423697507,0,10,5,0.05533596837944664,0.0,14,0,0,0,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
8,21,8,21,1,0.03571428571428571,0.25694917118487537,0,4,6,0.14285714285714285,0.16666666666666666,4,35,1,0,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
12,8,8,12,0,0.0,0.0,0,5,5,0.09090909090909091,0.07142857142857142,6,2,6,0,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
9,11,9,11,1,0.05263157894736842,0.48089834696298783,0,5,5,0.08333333333333333,0.05454545454545454,3,3,0,3,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
12,7,7,12,0,0.0,0.0,0,5,3,0.045454545454545456,0.14285714285714285,3,3,1,1,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
5,8,5,8,1,0.08333333333333333,0.6213349345596119,1,2,5,0.2,0.0,2,0,2,0,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
6,8,6,8,0,0.0,0.0,0,4,4,0.13333333333333333,0.17857142857142858,2,5,1,4,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
13,9,9,13,0,0.0,0.0,0,6,4,0.038461538461538464,0.05555555555555555,3,2,2,0,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
18,9,9,18,2,0.08,0.6376116536310983,1,4,3,0.16993464052287582,0.027777777777777776,26,1,0,0,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
16,6,6,16,0,0.0,0.0,0,6,4,0.041666666666666664,0.0,5,0,0,0,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
9,6,6,9,0,0.0,0.0,0,3,4,0.027777777777777776,0.0,1,0,0,0,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
6,13,6,13,0,0.0,0.0,0,3,5,0.26666666666666666,0.07692307692307693,4,6,0,5,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
13,12,12,13,1,0.041666666666666664,0.28126641406272834,1,6,5,0.038461538461538464,0.07575757575757576,3,5,2,4,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
6,6,6,6,0,0.0,0.0,0,4,3,0.13333333333333333,0.06666666666666667,2,1,2,0,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
23,5,5,23,0,0.0,0.0,0,10,4,0.05533596837944664,0.1,14,1,0,1,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
9,8,8,9,0,0.0,0.0,1,3,3,0.027777777777777776,0.14285714285714285,1,4,0,2,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
14,7,7,14,0,0.0,0.0,0,4,4,0.04395604395604396,0.0,4,0,2,0,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
10,12,10,12,0,0.0,0.0,0,4,3,0.08888888888888889,0.3181818181818182,4,21,2,0,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
8,11,8,11,1,0.05555555555555555,0.25694917118487537,0,5,5,0.07142857142857142,0.10909090909090909,2,6,0,2,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
5,6,5,6,0,0.0,0.0,0,3,3,0.2,0.06666666666666667,2,1,0,0,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
7,6,6,7,2,0.18181818181818182,0.7947428852085272,1,4,4,0.047619047619047616,0.0,1,0,1,0,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
8,6,6,8,0,0.0,0.0,0,5,3,0.14285714285714285,0.0,4,0,1,0,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
18,9,9,18,1,0.038461538461538464,0.36067376022224085,0,5,2,0.05228758169934641,0.2777777777777778,8,10,0,0,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
6,6,6,6,2,0.2,0.5244955576039294,1,3,3,0.26666666666666666,0.13333333333333333,4,2,0,0,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
6,7,6,7,0,0.0,0.0,0,4,4,0.06666666666666667,0.047619047619047616,1,1,0,0,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
6,11,6,11,0,0.0,0.0,0,4,5,0.13333333333333333,0.07272727272727272,2,4,1,4,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
23,8,8,23,0,0.0,0.0,0,8,5,0.043478260869565216,0.10714285714285714,11,3,0,0,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
8,6,6,8,0,0.0,0.0,0,2,4,0.14285714285714285,0.06666666666666667,4,1,1,0,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
23,8,8,23,0,0.0,0.0,0,10,5,0.05533596837944664,0.07142857142857142,14,2,0,2,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
12,13,12,13,3,0.13636363636363635,1.0810937499295172,1,5,4,0.07575757575757576,0.1282051282051282,5,10,4,0,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
8,8,8,8,1,0.06666666666666667,0.29401410379520604,1,2,4,0.14285714285714285,0.03571428571428571,4,1,1,0,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
11,11,11,11,1,0.047619047619047616,0.267546386419054,0,4,6,0.12727272727272726,0.03636363636363636,7,2,0,0,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
15,6,6,15,1,0.05,0.3789231816899512,1,4,4,0.01904761904761905,0.13333333333333333,2,2,2,1,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
7,6,6,7,0,0.0,0.0,0,3,2,0.19047619047619047,0.13333333333333333,4,2,0,0,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
14,6,6,14,2,0.1111111111111111,0.7481925547588062,1,4,3,0.0,0.06666666666666667,0,1,0,1,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
6,5,5,6,0,0.0,0.0,0,3,3,0.13333333333333333,0.0,2,0,0,0,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
9,8,8,9,2,0.13333333333333333,0.688198361972656,1,3,2,0.1111111111111111,0.03571428571428571,4,1,0,1,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
7,6,6,7,0,0.0,0.0,0,4,4,0.047619047619047616,0.0,1,0,1,0,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
11,12,11,12,0,0.0,0.0,0,5,3,0.07272727272727272,0.3181818181818182,4,21,4,0,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
9,18,9,18,2,0.08,0.7813527860717959,0,3,5,0.1111111111111111,0.0915032679738562,4,14,0,0,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
5,11,5,11,0,0.0,0.0,0,2,4,0.2,0.09090909090909091,2,5,2,2,0,SA-CPM,LFR,n200_s1,LFR__n200_s1__b51__SA-CPM__k10
9,8,8,9,2,0.13333333333333333,0.7813527860717959,0,3,4,0.08333333333333333,0.10714285714285714,3,3,2,0,1,SA-Q,LFR,n200_s1,LFR__n200_s1__b103__SA-Q__k5
18,11,11,18,2,0.07407407407407407,1.0277966847395015,0,4,3,0.0915032679738562,0.10909090909090909,14,6,0,0,1,SA-Q,LFR,n200_s1,LFR__n200_s1__b103__SA-Q__k5
15,8,8,15,1,0.045454545454545456,0.3898712452512801,0,4,4,0.05714285714285714,0.10714285714285714,6,3,6,0,1,SA-Q,LFR,n200_s1,LFR__n200_s1__b103__SA-Q__k5
35,6,6,35,1,0.025,0.267546386419054,0,4,4,0.06890756302521009,0.13333333333333333,41,2,0,0,1,SA-Q,LFR,n200_s1,LFR__n200_s1__b103__SA-Q__k5
6,9,6,9,0,0.0,0.0,0,3,5,0.06666666666666667,0.027777777777777776,1,1,0,1,1,SA-Q,LFR,n200_s1,LFR__n200_s1__b103__SA-Q__k5
8,8,8,8,2,0.14285714285714285,0.6505357871315833,1,3,3,0.07142857142857142,0.21428571428571427,2,6,0,3,1,SA-Q,LFR,n200_s1,LFR__n200_s1__b103__SA-Q__k5
10,7,7,10,0,0.0,0.0,0,3,3,0.022222222222222223,0.09523809523809523,1,2,1,2,1,SA-Q,LFR,n200_s1,LFR__n200_s1__b103__SA-Q__k5
14,9,9,14,1,0.045454545454545456,0.36926937306885504,0,4,4,0.14285714285714285,0.1111111111111111,13,4,3,1,1,SA-Q,LFR,n200_s1,LFR__n200_s1__b103__SA-Q__k5
6,15,6,15,1,0.05,0.48089834696298783,0,3,4,0.13333333333333333,0.05714285714285714,2,6,2,6,1,SA-Q,LFR,n200_s1,LFR__n200_s1__b103__SA-Q__k5
6,14,6,14,0,0.0,0.0,1,3,4,0.06666666666666667,0.08791208791208792,1,8,0,8,1,SA-Q,LFR,n200_s1,LFR__n200_s1__b103__SA-Q__k5
14,14,14,14,1,0.037037037037037035,0.3898712452512801,0,4,4,0.14285714285714285,0.08791208791208792,13,8,3,8,1,SA-Q,LFR,n200_s1,LFR__n200_s1__b103__SA-Q__k5
12,6,6,12,0,0.0,0.0,1,3,3,0.06060606060606061,0.13333333333333333,4,2,4,2,1,SA-Q,LFR,n200_s1,LFR__n200_s1__b103__SA-Q__k5
11,5,5,11,1,0.06666666666666667,0.48089834696298783,1,4,2,0.09090909090909091,0.0,5,0,2,0,1,SA-Q,LFR,n200_s1,LFR__n200_s1__b103__SA-Q__k5
13,8,8,13,0,0.0,0.0,0,4,3,0.20512820512820512,0.03571428571428571,16,1,0,0,1,SA-Q,LFR,n200_s1,LFR__n200_s1__b103__SA-Q__k5
49,15,15,49,4,0.06666666666666667,1.4850880720894895,0,5,3,0.04846938775510204,0.23809523809523808,57,25,0,4,1,SA-Q,LFR,n200_s1,LFR__n200_s1__b103__SA-Q__k5
6,11,6,11,1,0.0625,0.25694917118487537,0,4,3,0.06666666666666667,0.10909090909090909,1,6,0,2,1,SA-Q,LFR,n200_s1,LFR__n200_s1__b103__SA-Q__k5
13,7,7,13,1,0.05263157894736842,0.6213349345596119,1,3,3,0.038461538461538464,0.0,3,0,2,0,1,SA-Q,LFR,n200_s1,LFR__n200_s1__b103__SA-Q__k5
6,11,6,11,1,0.0625,0.36926937306885504,0,3,4,0.0,0.03636363636363636,0,2,0,0,1,SA-Q,LFR,n200_s1,LFR__n200_s1__b103__SA-Q__k5
9,6,6,9,0,0.0,0.0,0,3,2,0.08333333333333333,0.0,3,0,2,0,1,SA-Q,LFR,n200_s1,LFR__n200_s1__b103__SA-Q__k5
15,15,15,15,1,0.034482758620689655,0.36926937306885504,0,3,3,0.19047619047619047,0.08571428571428572,20,9,6,3,1,SA-Q,LFR,n200_s1,LFR__n200_s1__b103__SA-Q__k5
6,21,6,21,2,0.08,0.5244955576039294,0,4,4,0.13333333333333333,0.16666666666666666,2,35,0,0,1,SA-Q,LFR,n200_s1,LFR__n200_s1__b103__SA-Q__k5
14,6,6,14,0,0.0,0.0,1,5,3,0.04395604395604396,0.06666666666666667,4,1,2,0,1,SA-Q,LFR,n200_s1,LFR__n200_s1__b103__SA-Q__k5
7,9,7,9,0,0.0,0.0,0,3,3,0.047619047619047616,0.027777777777777776,1,1,0,1,1,SA-Q,LFR,n200_s1,LFR__n200_s1__b103__SA-Q__k5
8,7,7,8,0,0.0,0.0,1,4,3,0.07142857142857142,0.14285714285714285,2,3,0,3,1,SA-Q,LFR,n200_s1,LFR__n200_s1__b103__SA-Q__k5
12,8,8,12,1,0.05263157894736842,0.4170323914242463,0,4,3,0.09090909090909091,0.03571428571428571,6,1,6,1,1,SA-Q,LFR,n200_s1,LFR__n200_s1__b103__SA-Q__k5
11,8,8,11,2,0.11764705882352941,0.8894140952166705,0,3,3,0.01818181818181818,0.10714285714285714,1,3,1,0,1,SA-Q,LFR,n200_s1,LFR__n200_s1__b103__SA-Q__k5
6,19,6,19,1,0.041666666666666664,0.267546386419054,0,4,5,0.13333333333333333,0.029239766081871343,2,5,0,0,0,SA-Q,LFR,n200_s1,LFR__n200_s1__b103__SA-Q__k5
6,14,6,14,0,0.0,0.0,0,4,5,0.0,0.04395604395604396,0,4,0,1,0,SA-Q,LFR,n200_s1,LFR__n200_s1__b103__SA-Q__k5
7,6,6,7,0,0.0,0.0,0,4,4,0.0,0.0,0,0,0,0,0,SA-Q,LFR,n200_s1,LFR__n200_s1__b103__SA-Q__k5
10,12,10,12,0,0.0,0.0,0,3,4,0.022222222222222223,0.06060606060606061,1,4,1,3,0,SA-Q,LFR,n200_s1,LFR__n200_s1__b103__SA-Q__k5
12,9,9,12,2,0.10526315789473684,0.8340427950033699,0,2,3,0.24242424242424243,0.027777777777777776,16,1,1,1,0,SA-Q,LFR,n200_s1,LFR__n200_s1__b103__SA-Q__k5
5,13,5,13,0,0.0,0.0,0,3,3,0.1,0.1282051282051282,1,10,1,0,0,SA-Q,LFR,n200_s1,LFR__n200_s1__b103__SA-Q__k5
6,8,6,8,0,0.0,0.0,0,3,4,0.0,0.0,0,0,0,0,0,SA-Q,LFR,n200_s1,LFR__n200_s1__b103__SA-Q__k5
10,6,6,10,1,0.06666666666666667,0.3396232718951086,0,3,3,0.08888888888888889,0.0,4,0,2,0,0,SA-Q,LFR,n200_s1,LFR__n200_s1__b103__SA-Q__k5
7,6,6,7,1,0.08333333333333333,0.25694917118487537,0,3,3,0.2857142857142857,0.06666666666666667,6,1,0,0,0,SA-Q,LFR,n200_s1,LFR__n200_s1__b103__SA-Q__k5
7,11,7,11,0,0.0,0.0,0,3,3,0.19047619047619047,0.10909090909090909,4,6,0,2,0,SA-Q,LFR,n200_s1,LFR__n200_s1__b103__SA-Q__k5
6,13,6,13,2,0.11764705882352941,0.7959555731141975,1,3,4,0.06666666666666667,0.07692307692307693,1,6,1,5,0,SA-Q,LFR,n200_s1,LFR__n200_s1__b103__SA-Q__k5
